Entrez Id,Gene,Dataset,Dependent Cell Lines,Cell Lines with Data,Strongly Selective,Common Essential
1847,DUSP5,DependencyEnum.RNAi_merged,1.0,710.0,False,False
1848,DUSP6,DependencyEnum.RNAi_merged,38.0,708.0,False,False
1849,DUSP7,DependencyEnum.RNAi_merged,1.0,710.0,False,False
1850,DUSP8,DependencyEnum.RNAi_merged,0.0,708.0,False,False
1852,DUSP9,DependencyEnum.RNAi_merged,1.0,710.0,True,False
1854,DUT,DependencyEnum.RNAi_merged,77.0,710.0,True,False
503835,DUXA,DependencyEnum.RNAi_merged,0.0,501.0,False,False
100033411,DUXB,DependencyEnum.RNAi_merged,0.0,501.0,False,False
1855,DVL1,DependencyEnum.RNAi_merged,1.0,547.0,False,False
1856,DVL2,DependencyEnum.RNAi_merged,0.0,710.0,False,False
1857,DVL3,DependencyEnum.RNAi_merged,1.0,501.0,False,False
1797,DXO,DependencyEnum.RNAi_merged,0.0,343.0,False,False
84332,DYDC2,DependencyEnum.RNAi_merged,2.0,343.0,False,False
54808,DYM,DependencyEnum.RNAi_merged,0.0,343.0,False,False
284254,DYNAP,DependencyEnum.RNAi_merged,0.0,343.0,False,False
1778,DYNC1H1,DependencyEnum.RNAi_merged,382.0,547.0,False,False
1780,DYNC1I1,DependencyEnum.RNAi_merged,4.0,600.0,True,False
1781,DYNC1I2,DependencyEnum.RNAi_merged,527.0,600.0,True,False
51143,DYNC1LI1,DependencyEnum.RNAi_merged,11.0,547.0,True,False
1783,DYNC1LI2,DependencyEnum.RNAi_merged,14.0,343.0,True,False
79659,DYNC2H1,DependencyEnum.RNAi_merged,2.0,547.0,False,False
51626,DYNC2LI1,DependencyEnum.RNAi_merged,9.0,343.0,True,False
8655,DYNLL1,DependencyEnum.RNAi_merged,0.0,547.0,False,False
140735,DYNLL2,DependencyEnum.RNAi_merged,2.0,547.0,False,False
83658,DYNLRB1,DependencyEnum.RNAi_merged,245.0,343.0,False,False
83657,DYNLRB2,DependencyEnum.RNAi_merged,4.0,343.0,True,False
6993,DYNLT1,DependencyEnum.RNAi_merged,0.0,343.0,False,False
6990,DYNLT3,DependencyEnum.RNAi_merged,1.0,547.0,True,False
1859,DYRK1A,DependencyEnum.RNAi_merged,0.0,710.0,False,False
9149,DYRK1B,DependencyEnum.RNAi_merged,1.0,710.0,False,False
8445,DYRK2,DependencyEnum.RNAi_merged,1.0,708.0,False,False
8444,DYRK3,DependencyEnum.RNAi_merged,5.0,708.0,False,False
8798,DYRK4,DependencyEnum.RNAi_merged,16.0,711.0,True,False
8291,DYSF,DependencyEnum.RNAi_merged,1.0,547.0,False,False
55184,DZANK1,DependencyEnum.RNAi_merged,0.0,600.0,False,False
22873,DZIP1,DependencyEnum.RNAi_merged,3.0,343.0,True,False
199221,DZIP1L,DependencyEnum.RNAi_merged,0.0,343.0,False,False
9666,DZIP3,DependencyEnum.RNAi_merged,0.0,501.0,False,False
1869,E2F1,DependencyEnum.RNAi_merged,9.0,710.0,True,False
1870,E2F2,DependencyEnum.RNAi_merged,1.0,710.0,False,False
1871,E2F3,DependencyEnum.RNAi_merged,17.0,710.0,True,False
1874,E2F4,DependencyEnum.RNAi_merged,1.0,710.0,False,False
1875,E2F5,DependencyEnum.RNAi_merged,15.0,710.0,False,False
1876,E2F6,DependencyEnum.RNAi_merged,0.0,710.0,False,False
144455,E2F7,DependencyEnum.RNAi_merged,2.0,708.0,False,False
79733,E2F8,DependencyEnum.RNAi_merged,0.0,710.0,False,False
1877,E4F1,DependencyEnum.RNAi_merged,1.0,547.0,False,False
85403,EAF1,DependencyEnum.RNAi_merged,1.0,597.0,False,False
55840,EAF2,DependencyEnum.RNAi_merged,2.0,708.0,True,False
124454,EARS2,DependencyEnum.RNAi_merged,41.0,600.0,True,False
9166,EBAG9,DependencyEnum.RNAi_merged,1.0,547.0,False,False
1879,EBF1,DependencyEnum.RNAi_merged,7.0,710.0,True,False
64641,EBF2,DependencyEnum.RNAi_merged,0.0,547.0,False,False
253738,EBF3,DependencyEnum.RNAi_merged,2.0,343.0,True,False
10148,EBI3,DependencyEnum.RNAi_merged,3.0,708.0,False,False
10969,EBNA1BP2,DependencyEnum.RNAi_merged,410.0,547.0,False,False
10682,EBP,DependencyEnum.RNAi_merged,0.0,547.0,False,False
84650,EBPL,DependencyEnum.RNAi_merged,0.0,708.0,False,False
11319,ECD,DependencyEnum.RNAi_merged,75.0,547.0,False,False
1889,ECE1,DependencyEnum.RNAi_merged,0.0,547.0,False,False
9718,ECE2,DependencyEnum.RNAi_merged,3.0,710.0,False,False
9427,ECEL1,DependencyEnum.RNAi_merged,0.0,547.0,False,False
1891,ECH1,DependencyEnum.RNAi_merged,0.0,708.0,False,False
55862,ECHDC1,DependencyEnum.RNAi_merged,3.0,710.0,False,False
55268,ECHDC2,DependencyEnum.RNAi_merged,1.0,708.0,False,False
79746,ECHDC3,DependencyEnum.RNAi_merged,0.0,710.0,False,False
1892,ECHS1,DependencyEnum.RNAi_merged,0.0,708.0,False,False
1632,ECI1,DependencyEnum.RNAi_merged,5.0,710.0,False,False
10455,ECI2,DependencyEnum.RNAi_merged,0.0,711.0,False,False
1893,ECM1,DependencyEnum.RNAi_merged,2.0,708.0,False,False
1842,ECM2,DependencyEnum.RNAi_merged,0.0,597.0,False,False
51295,ECSIT,DependencyEnum.RNAi_merged,6.0,547.0,False,False
1894,ECT2,DependencyEnum.RNAi_merged,147.0,710.0,False,False
1896,EDA,DependencyEnum.RNAi_merged,4.0,708.0,False,False
60401,EDA2R,DependencyEnum.RNAi_merged,1.0,547.0,False,False
10913,EDAR,DependencyEnum.RNAi_merged,2.0,547.0,False,False
128178,EDARADD,DependencyEnum.RNAi_merged,24.0,710.0,True,False
80153,EDC3,DependencyEnum.RNAi_merged,0.0,285.0,False,False
23644,EDC4,DependencyEnum.RNAi_merged,54.0,600.0,True,False
10876,EDDM3A,DependencyEnum.RNAi_merged,0.0,343.0,False,False
9695,EDEM1,DependencyEnum.RNAi_merged,1.0,343.0,False,False
55741,EDEM2,DependencyEnum.RNAi_merged,4.0,547.0,False,False
80267,EDEM3,DependencyEnum.RNAi_merged,0.0,343.0,False,False
8721,EDF1,DependencyEnum.RNAi_merged,12.0,710.0,True,False
10085,EDIL3,DependencyEnum.RNAi_merged,4.0,547.0,False,False
1906,EDN1,DependencyEnum.RNAi_merged,9.0,712.0,False,False
1907,EDN2,DependencyEnum.RNAi_merged,0.0,386.0,False,False
1908,EDN3,DependencyEnum.RNAi_merged,0.0,343.0,False,False
1909,EDNRA,DependencyEnum.RNAi_merged,9.0,712.0,True,False
1910,EDNRB,DependencyEnum.RNAi_merged,0.0,710.0,False,False
26098,EDRF1,DependencyEnum.RNAi_merged,4.0,343.0,False,False
8411,EEA1,DependencyEnum.RNAi_merged,1.0,547.0,False,False
8726,EED,DependencyEnum.RNAi_merged,6.0,710.0,True,False
1915,EEF1A1,DependencyEnum.RNAi_merged,408.0,710.0,False,False
1917,EEF1A2,DependencyEnum.RNAi_merged,0.0,343.0,False,False
221143,EEF1AKMT1,DependencyEnum.RNAi_merged,0.0,592.0,False,False
399818,EEF1AKMT2,DependencyEnum.RNAi_merged,0.0,343.0,False,False
25895,EEF1AKMT3,DependencyEnum.RNAi_merged,0.0,597.0,False,False
1933,EEF1B2,DependencyEnum.RNAi_merged,0.0,343.0,False,False
1936,EEF1D,DependencyEnum.RNAi_merged,0.0,547.0,False,False
9521,EEF1E1,DependencyEnum.RNAi_merged,3.0,708.0,True,False
100526837,EEF1E1-BLOC1S5,DependencyEnum.RNAi_merged,1.0,708.0,False,False
1937,EEF1G,DependencyEnum.RNAi_merged,118.0,383.0,False,False
1938,EEF2,DependencyEnum.RNAi_merged,635.0,710.0,True,True
196483,EEF2KMT,DependencyEnum.RNAi_merged,1.0,343.0,False,False
60678,EEFSEC,DependencyEnum.RNAi_merged,2.0,343.0,False,False
80820,EEPD1,DependencyEnum.RNAi_merged,2.0,710.0,False,False
79645,CLXN,DependencyEnum.RNAi_merged,0.0,547.0,False,False
90141,EFCAB11,DependencyEnum.RNAi_merged,0.0,547.0,False,False
90288,EFCAB12,DependencyEnum.RNAi_merged,0.0,343.0,False,False
124989,EFCAB13,DependencyEnum.RNAi_merged,0.0,501.0,False,False
9813,EFCAB14,DependencyEnum.RNAi_merged,0.0,547.0,False,False
84288,EFCAB2,DependencyEnum.RNAi_merged,0.0,547.0,False,False
146779,EFCAB3,DependencyEnum.RNAi_merged,0.0,547.0,False,False
374786,EFCAB5,DependencyEnum.RNAi_merged,0.0,343.0,False,False
64800,EFCAB6,DependencyEnum.RNAi_merged,0.0,547.0,False,False
84455,EFCAB7,DependencyEnum.RNAi_merged,0.0,547.0,False,False
388795,EFCAB8,DependencyEnum.RNAi_merged,120.0,553.0,False,False
79825,EFCC1,DependencyEnum.RNAi_merged,0.0,285.0,False,False
2202,EFEMP1,DependencyEnum.RNAi_merged,0.0,547.0,False,False
30008,EFEMP2,DependencyEnum.RNAi_merged,0.0,547.0,False,False
151651,EFHB,DependencyEnum.RNAi_merged,7.0,547.0,True,False
114327,EFHC1,DependencyEnum.RNAi_merged,0.0,547.0,False,False
80258,EFHC2,DependencyEnum.RNAi_merged,0.0,343.0,False,False
80303,EFHD1,DependencyEnum.RNAi_merged,6.0,547.0,True,False
79180,EFHD2,DependencyEnum.RNAi_merged,0.0,343.0,False,False
1942,EFNA1,DependencyEnum.RNAi_merged,1.0,547.0,False,False
1943,EFNA2,DependencyEnum.RNAi_merged,1.0,710.0,False,False
1944,EFNA3,DependencyEnum.RNAi_merged,0.0,547.0,False,False
1945,EFNA4,DependencyEnum.RNAi_merged,2.0,547.0,False,False
1946,EFNA5,DependencyEnum.RNAi_merged,0.0,547.0,False,False
1947,EFNB1,DependencyEnum.RNAi_merged,11.0,547.0,False,False
1948,EFNB2,DependencyEnum.RNAi_merged,0.0,708.0,False,False
1949,EFNB3,DependencyEnum.RNAi_merged,13.0,710.0,False,False
23167,EFR3A,DependencyEnum.RNAi_merged,0.0,343.0,False,False
9343,EFTUD2,DependencyEnum.RNAi_merged,528.0,547.0,False,False
1950,EGF,DependencyEnum.RNAi_merged,0.0,710.0,False,False
25975,EGFL6,DependencyEnum.RNAi_merged,0.0,547.0,False,False
51162,EGFL7,DependencyEnum.RNAi_merged,2.0,708.0,False,False
80864,EGFL8,DependencyEnum.RNAi_merged,0.0,547.0,False,False
1956,EGFR,DependencyEnum.RNAi_merged,48.0,712.0,True,False
54583,EGLN1,DependencyEnum.RNAi_merged,23.0,710.0,True,False
112398,EGLN2,DependencyEnum.RNAi_merged,12.0,711.0,False,False
112399,EGLN3,DependencyEnum.RNAi_merged,32.0,710.0,True,False
100126791,EGOT,DependencyEnum.RNAi_merged,2.0,383.0,False,False
1958,EGR1,DependencyEnum.RNAi_merged,0.0,710.0,False,False
1959,EGR2,DependencyEnum.RNAi_merged,0.0,710.0,False,False
1960,EGR3,DependencyEnum.RNAi_merged,3.0,710.0,True,False
1961,EGR4,DependencyEnum.RNAi_merged,0.0,547.0,False,False
23301,EHBP1,DependencyEnum.RNAi_merged,0.0,547.0,False,False
10938,EHD1,DependencyEnum.RNAi_merged,0.0,547.0,False,False
30846,EHD2,DependencyEnum.RNAi_merged,0.0,547.0,False,False
30845,EHD3,DependencyEnum.RNAi_merged,5.0,710.0,False,False
30844,EHD4,DependencyEnum.RNAi_merged,1.0,710.0,False,False
26298,EHF,DependencyEnum.RNAi_merged,3.0,710.0,False,False
1962,EHHADH,DependencyEnum.RNAi_merged,0.0,708.0,False,False
79813,EHMT1,DependencyEnum.RNAi_merged,7.0,710.0,False,False
10919,EHMT2,DependencyEnum.RNAi_merged,11.0,710.0,False,False
23741,EID1,DependencyEnum.RNAi_merged,0.0,343.0,False,False
163126,EID2,DependencyEnum.RNAi_merged,0.0,547.0,False,False
126272,EID2B,DependencyEnum.RNAi_merged,0.0,343.0,False,False
10209,EIF1,DependencyEnum.RNAi_merged,0.0,547.0,False,False
84285,EIF1AD,DependencyEnum.RNAi_merged,0.0,343.0,False,False
9086,EIF1AY,DependencyEnum.RNAi_merged,305.0,343.0,False,False
10289,EIF1B,DependencyEnum.RNAi_merged,0.0,343.0,False,False
83939,EIF2A,DependencyEnum.RNAi_merged,21.0,343.0,True,False
27102,EIF2AK1,DependencyEnum.RNAi_merged,3.0,712.0,False,False
5610,EIF2AK2,DependencyEnum.RNAi_merged,0.0,708.0,False,False
9451,EIF2AK3,DependencyEnum.RNAi_merged,6.0,712.0,False,False
440275,EIF2AK4,DependencyEnum.RNAi_merged,13.0,708.0,True,False
1967,EIF2B1,DependencyEnum.RNAi_merged,192.0,547.0,False,False
8892,EIF2B2,DependencyEnum.RNAi_merged,284.0,547.0,False,False
8891,EIF2B3,DependencyEnum.RNAi_merged,638.0,710.0,True,True
8890,EIF2B4,DependencyEnum.RNAi_merged,354.0,547.0,False,False
8893,EIF2B5,DependencyEnum.RNAi_merged,425.0,547.0,True,False
1939,EIF2D,DependencyEnum.RNAi_merged,0.0,710.0,False,False
1965,EIF2S1,DependencyEnum.RNAi_merged,268.0,343.0,False,False
8894,EIF2S2,DependencyEnum.RNAi_merged,682.0,710.0,True,True
1968,EIF2S3,DependencyEnum.RNAi_merged,321.0,343.0,False,False
8661,EIF3A,DependencyEnum.RNAi_merged,704.0,710.0,True,True
8662,EIF3B,DependencyEnum.RNAi_merged,593.0,597.0,True,False
8664,EIF3D,DependencyEnum.RNAi_merged,336.0,343.0,True,False
3646,EIF3E,DependencyEnum.RNAi_merged,369.0,547.0,True,False
8665,EIF3F,DependencyEnum.RNAi_merged,495.0,547.0,False,False
8666,EIF3G,DependencyEnum.RNAi_merged,693.0,708.0,True,True
8667,EIF3H,DependencyEnum.RNAi_merged,411.0,710.0,False,True
8668,EIF3I,DependencyEnum.RNAi_merged,672.0,710.0,True,True
8669,EIF3J,DependencyEnum.RNAi_merged,36.0,547.0,False,False
27335,EIF3K,DependencyEnum.RNAi_merged,1.0,343.0,False,False
51386,EIF3L,DependencyEnum.RNAi_merged,5.0,547.0,False,False
10480,EIF3M,DependencyEnum.RNAi_merged,283.0,343.0,False,False
1973,EIF4A1,DependencyEnum.RNAi_merged,690.0,710.0,False,True
1974,EIF4A2,DependencyEnum.RNAi_merged,574.0,710.0,False,True
9775,EIF4A3,DependencyEnum.RNAi_merged,664.0,712.0,True,True
1975,EIF4B,DependencyEnum.RNAi_merged,142.0,710.0,False,False
1977,EIF4E,DependencyEnum.RNAi_merged,520.0,710.0,False,True
9470,EIF4E2,DependencyEnum.RNAi_merged,2.0,343.0,True,False
317649,EIF4E3,DependencyEnum.RNAi_merged,46.0,343.0,True,False
1979,EIF4EBP2,DependencyEnum.RNAi_merged,0.0,343.0,False,False
8637,EIF4EBP3,DependencyEnum.RNAi_merged,2.0,708.0,False,False
56478,EIF4ENIF1,DependencyEnum.RNAi_merged,1.0,343.0,True,False
1981,EIF4G1,DependencyEnum.RNAi_merged,336.0,710.0,False,True
1982,EIF4G2,DependencyEnum.RNAi_merged,218.0,597.0,False,False
8672,EIF4G3,DependencyEnum.RNAi_merged,8.0,437.0,False,False
7458,EIF4H,DependencyEnum.RNAi_merged,1.0,597.0,True,False
1983,EIF5,DependencyEnum.RNAi_merged,20.0,343.0,False,False
1984,EIF5A,DependencyEnum.RNAi_merged,258.0,710.0,False,False
56648,EIF5A2,DependencyEnum.RNAi_merged,1.0,605.0,False,False
143244,EIF5AL1,DependencyEnum.RNAi_merged,23.0,710.0,False,False
9669,EIF5B,DependencyEnum.RNAi_merged,700.0,710.0,True,True
3692,EIF6,DependencyEnum.RNAi_merged,446.0,547.0,False,False
7260,EIPR1,DependencyEnum.RNAi_merged,9.0,710.0,True,False
55520,ELAC1,DependencyEnum.RNAi_merged,0.0,547.0,False,False
60528,ELAC2,DependencyEnum.RNAi_merged,7.0,670.0,False,False
1991,ELANE,DependencyEnum.RNAi_merged,0.0,547.0,False,False
1994,ELAVL1,DependencyEnum.RNAi_merged,15.0,708.0,True,False
1993,ELAVL2,DependencyEnum.RNAi_merged,2.0,710.0,False,False
1995,ELAVL3,DependencyEnum.RNAi_merged,1.0,711.0,False,False
1996,ELAVL4,DependencyEnum.RNAi_merged,2.0,671.0,False,False
1997,ELF1,DependencyEnum.RNAi_merged,2.0,710.0,False,False
1998,ELF2,DependencyEnum.RNAi_merged,0.0,710.0,False,False
1999,ELF3,DependencyEnum.RNAi_merged,1.0,710.0,False,False
2000,ELF4,DependencyEnum.RNAi_merged,0.0,708.0,False,False
2001,ELF5,DependencyEnum.RNAi_merged,0.0,710.0,False,False
114794,ELFN2,DependencyEnum.RNAi_merged,0.0,343.0,False,False
2002,ELK1,DependencyEnum.RNAi_merged,1.0,698.0,False,False
2004,ELK3,DependencyEnum.RNAi_merged,0.0,710.0,False,False
2005,ELK4,DependencyEnum.RNAi_merged,3.0,710.0,False,False
8178,ELL,DependencyEnum.RNAi_merged,88.0,710.0,True,False
22936,ELL2,DependencyEnum.RNAi_merged,14.0,710.0,False,False
80237,ELL3,DependencyEnum.RNAi_merged,72.0,708.0,False,False
9844,ELMO1,DependencyEnum.RNAi_merged,0.0,547.0,False,False
63916,ELMO2,DependencyEnum.RNAi_merged,0.0,547.0,False,False
79767,ELMO3,DependencyEnum.RNAi_merged,0.0,547.0,False,False
55531,ELMOD1,DependencyEnum.RNAi_merged,0.0,343.0,False,False
255520,ELMOD2,DependencyEnum.RNAi_merged,0.0,343.0,False,False
84173,ELMOD3,DependencyEnum.RNAi_merged,0.0,343.0,False,False
91748,MIDEAS,DependencyEnum.RNAi_merged,1.0,285.0,False,False
2006,ELN,DependencyEnum.RNAi_merged,1.0,597.0,True,False
51224,ELOA2,DependencyEnum.RNAi_merged,0.0,547.0,False,False
6923,ELOB,DependencyEnum.RNAi_merged,225.0,711.0,False,False
6921,ELOC,DependencyEnum.RNAi_merged,4.0,547.0,False,False
84337,ELOF1,DependencyEnum.RNAi_merged,30.0,285.0,False,False
54898,ELOVL2,DependencyEnum.RNAi_merged,4.0,710.0,True,False
83401,ELOVL3,DependencyEnum.RNAi_merged,2.0,343.0,True,False
6785,ELOVL4,DependencyEnum.RNAi_merged,2.0,547.0,False,False
60481,ELOVL5,DependencyEnum.RNAi_merged,0.0,343.0,False,False
79071,ELOVL6,DependencyEnum.RNAi_merged,0.0,285.0,False,False
79993,ELOVL7,DependencyEnum.RNAi_merged,5.0,547.0,False,False
8518,ELP1,DependencyEnum.RNAi_merged,0.0,547.0,False,False
55250,ELP2,DependencyEnum.RNAi_merged,6.0,600.0,False,False
55140,ELP3,DependencyEnum.RNAi_merged,28.0,710.0,False,False
26610,ELP4,DependencyEnum.RNAi_merged,9.0,547.0,False,False
23587,ELP5,DependencyEnum.RNAi_merged,14.0,343.0,True,False
54859,ELP6,DependencyEnum.RNAi_merged,1.0,343.0,False,False
64100,ELSPBP1,DependencyEnum.RNAi_merged,0.0,285.0,False,False
133418,EMB,DependencyEnum.RNAi_merged,0.0,343.0,False,False
647121,EMBP1,DependencyEnum.RNAi_merged,0.0,285.0,False,False
23065,EMC1,DependencyEnum.RNAi_merged,6.0,547.0,True,False
284361,EMC10,DependencyEnum.RNAi_merged,1.0,343.0,True,False
9694,EMC2,DependencyEnum.RNAi_merged,1.0,343.0,True,False
55831,EMC3,DependencyEnum.RNAi_merged,4.0,343.0,False,False
442075,EMC3-AS1,DependencyEnum.RNAi_merged,1.0,547.0,False,False
51234,EMC4,DependencyEnum.RNAi_merged,11.0,343.0,False,False
56851,EMC7,DependencyEnum.RNAi_merged,1.0,343.0,False,False
10328,EMC8,DependencyEnum.RNAi_merged,0.0,343.0,False,False
51705,EMCN,DependencyEnum.RNAi_merged,0.0,343.0,False,False
2010,EMD,DependencyEnum.RNAi_merged,0.0,708.0,False,False
146956,EME1,DependencyEnum.RNAi_merged,4.0,708.0,True,False
197342,EME2,DependencyEnum.RNAi_merged,0.0,569.0,False,False
10436,EMG1,DependencyEnum.RNAi_merged,201.0,343.0,False,False
129080,EMID1,DependencyEnum.RNAi_merged,8.0,597.0,False,False
11117,EMILIN1,DependencyEnum.RNAi_merged,0.0,597.0,False,False
84034,EMILIN2,DependencyEnum.RNAi_merged,4.0,597.0,True,False
90187,EMILIN3,DependencyEnum.RNAi_merged,6.0,285.0,False,False
2009,EML1,DependencyEnum.RNAi_merged,0.0,710.0,False,False
24139,EML2,DependencyEnum.RNAi_merged,3.0,710.0,False,False
256364,EML3,DependencyEnum.RNAi_merged,0.0,600.0,False,False
27436,EML4,DependencyEnum.RNAi_merged,12.0,600.0,False,False
161436,EML5,DependencyEnum.RNAi_merged,0.0,600.0,False,False
400954,EML6,DependencyEnum.RNAi_merged,5.0,386.0,True,False
2012,EMP1,DependencyEnum.RNAi_merged,1.0,597.0,True,False
2013,EMP2,DependencyEnum.RNAi_merged,0.0,547.0,False,False
2014,EMP3,DependencyEnum.RNAi_merged,4.0,547.0,False,False
56946,EMSY,DependencyEnum.RNAi_merged,4.0,547.0,False,False
2016,EMX1,DependencyEnum.RNAi_merged,3.0,710.0,False,False
2018,EMX2,DependencyEnum.RNAi_merged,0.0,710.0,False,False
2019,EN1,DependencyEnum.RNAi_merged,1.0,710.0,False,False
2020,EN2,DependencyEnum.RNAi_merged,0.0,710.0,False,False
55740,ENAH,DependencyEnum.RNAi_merged,7.0,547.0,False,False
10117,ENAM,DependencyEnum.RNAi_merged,0.0,547.0,False,False
8507,ENC1,DependencyEnum.RNAi_merged,10.0,708.0,True,False
2021,ENDOG,DependencyEnum.RNAi_merged,3.0,600.0,False,False
8909,ENDOU,DependencyEnum.RNAi_merged,1.0,547.0,False,False
284131,ENDOV,DependencyEnum.RNAi_merged,5.0,710.0,False,False
2022,ENG,DependencyEnum.RNAi_merged,1.0,710.0,False,False
64772,ENGASE,DependencyEnum.RNAi_merged,0.0,343.0,False,False
219670,ENKUR,DependencyEnum.RNAi_merged,0.0,343.0,False,False
2023,ENO1,DependencyEnum.RNAi_merged,3.0,710.0,False,False
2026,ENO2,DependencyEnum.RNAi_merged,2.0,597.0,True,False
2027,ENO3,DependencyEnum.RNAi_merged,2.0,597.0,False,False
387712,ENO4,DependencyEnum.RNAi_merged,7.0,383.0,True,False
58478,ENOPH1,DependencyEnum.RNAi_merged,16.0,547.0,False,False
55556,ENOSF1,DependencyEnum.RNAi_merged,4.0,343.0,True,False
55068,ENOX1,DependencyEnum.RNAi_merged,0.0,597.0,False,False
10495,ENOX2,DependencyEnum.RNAi_merged,0.0,710.0,False,False
2028,ENPEP,DependencyEnum.RNAi_merged,6.0,547.0,False,False
5168,ENPP2,DependencyEnum.RNAi_merged,1.0,547.0,False,False
5169,ENPP3,DependencyEnum.RNAi_merged,0.0,712.0,False,False
22875,ENPP4,DependencyEnum.RNAi_merged,0.0,710.0,False,False
59084,ENPP5,DependencyEnum.RNAi_merged,0.0,547.0,False,False
133121,ENPP6,DependencyEnum.RNAi_merged,0.0,547.0,False,False
339221,ENPP7,DependencyEnum.RNAi_merged,0.0,710.0,False,False
2029,ENSA,DependencyEnum.RNAi_merged,8.0,547.0,False,False
953,ENTPD1,DependencyEnum.RNAi_merged,1.0,547.0,True,False
954,ENTPD2,DependencyEnum.RNAi_merged,1.0,708.0,False,False
956,ENTPD3,DependencyEnum.RNAi_merged,6.0,547.0,False,False
9583,ENTPD4,DependencyEnum.RNAi_merged,0.0,280.0,False,False
957,ENTPD5,DependencyEnum.RNAi_merged,1.0,710.0,False,False
955,ENTPD6,DependencyEnum.RNAi_merged,7.0,547.0,False,False
57089,ENTPD7,DependencyEnum.RNAi_merged,2.0,547.0,False,False
377841,ENTPD8,DependencyEnum.RNAi_merged,0.0,708.0,False,False
56943,ENY2,DependencyEnum.RNAi_merged,137.0,547.0,False,False
285203,EOGT,DependencyEnum.RNAi_merged,0.0,343.0,False,False
8320,EOMES,DependencyEnum.RNAi_merged,0.0,710.0,False,False
2033,EP300,DependencyEnum.RNAi_merged,14.0,710.0,True,False
57634,EP400,DependencyEnum.RNAi_merged,424.0,710.0,False,True
2034,EPAS1,DependencyEnum.RNAi_merged,2.0,711.0,True,False
2035,EPB41,DependencyEnum.RNAi_merged,1.0,708.0,True,False
2036,EPB41L1,DependencyEnum.RNAi_merged,1.0,710.0,True,False
2037,EPB41L2,DependencyEnum.RNAi_merged,0.0,597.0,False,False
23136,EPB41L3,DependencyEnum.RNAi_merged,0.0,708.0,False,False
64097,EPB41L4A,DependencyEnum.RNAi_merged,18.0,710.0,True,False
114915,EPB41L4A-AS1,DependencyEnum.RNAi_merged,7.0,547.0,True,False
54566,EPB41L4B,DependencyEnum.RNAi_merged,0.0,708.0,False,False
57669,EPB41L5,DependencyEnum.RNAi_merged,0.0,597.0,False,False
2038,EPB42,DependencyEnum.RNAi_merged,8.0,343.0,False,False
80314,EPC1,DependencyEnum.RNAi_merged,0.0,710.0,False,False
26122,EPC2,DependencyEnum.RNAi_merged,14.0,547.0,False,False
4072,EPCAM,DependencyEnum.RNAi_merged,0.0,547.0,False,False
54749,EPDR1,DependencyEnum.RNAi_merged,3.0,547.0,True,False
57724,EPG5,DependencyEnum.RNAi_merged,3.0,343.0,False,False
255324,EPGN,DependencyEnum.RNAi_merged,1.0,343.0,True,False
2041,EPHA1,DependencyEnum.RNAi_merged,0.0,710.0,False,False
284656,EPHA10,DependencyEnum.RNAi_merged,2.0,708.0,False,False
1969,EPHA2,DependencyEnum.RNAi_merged,3.0,710.0,True,False
2042,EPHA3,DependencyEnum.RNAi_merged,0.0,708.0,False,False
2043,EPHA4,DependencyEnum.RNAi_merged,0.0,710.0,False,False
2044,EPHA5,DependencyEnum.RNAi_merged,2.0,710.0,True,False
2045,EPHA7,DependencyEnum.RNAi_merged,4.0,712.0,True,False
2046,EPHA8,DependencyEnum.RNAi_merged,8.0,711.0,False,False
2047,EPHB1,DependencyEnum.RNAi_merged,4.0,711.0,False,False
2048,EPHB2,DependencyEnum.RNAi_merged,0.0,711.0,False,False
2049,EPHB3,DependencyEnum.RNAi_merged,0.0,711.0,False,False
2050,EPHB4,DependencyEnum.RNAi_merged,15.0,708.0,True,False
2051,EPHB6,DependencyEnum.RNAi_merged,4.0,710.0,False,False
2052,EPHX1,DependencyEnum.RNAi_merged,1.0,547.0,False,False
2053,EPHX2,DependencyEnum.RNAi_merged,0.0,547.0,False,False
253152,EPHX4,DependencyEnum.RNAi_merged,2.0,547.0,False,False
7957,EPM2A,DependencyEnum.RNAi_merged,1.0,708.0,False,False
9852,EPM2AIP1,DependencyEnum.RNAi_merged,2.0,343.0,True,False
29924,EPN1,DependencyEnum.RNAi_merged,0.0,547.0,False,False
22905,EPN2,DependencyEnum.RNAi_merged,48.0,710.0,True,False
2056,EPO,DependencyEnum.RNAi_merged,0.0,547.0,False,False
2057,EPOR,DependencyEnum.RNAi_merged,0.0,711.0,False,False
57119,EPPIN,DependencyEnum.RNAi_merged,0.0,547.0,False,False
100526773,EPPIN-WFDC6,DependencyEnum.RNAi_merged,0.0,547.0,False,False
83481,EPPK1,DependencyEnum.RNAi_merged,0.0,343.0,False,False
2058,EPRS1,DependencyEnum.RNAi_merged,53.0,547.0,True,False
2060,EPS15,DependencyEnum.RNAi_merged,2.0,710.0,False,False
58513,EPS15L1,DependencyEnum.RNAi_merged,4.0,547.0,False,False
2059,EPS8,DependencyEnum.RNAi_merged,1.0,547.0,False,False
54869,EPS8L1,DependencyEnum.RNAi_merged,183.0,547.0,False,False
64787,EPS8L2,DependencyEnum.RNAi_merged,0.0,285.0,False,False
79574,EPS8L3,DependencyEnum.RNAi_merged,0.0,547.0,False,False
94240,EPSTI1,DependencyEnum.RNAi_merged,1.0,597.0,False,False
8288,EPX,DependencyEnum.RNAi_merged,0.0,547.0,False,False
